Sampling_Date,Site_Code,Tree_ID,Genus,Species,Location_deg_min_sec_North_nosym,Location_deg_min_sec_West,dbh_cm,No_stem_cankers,Total_tree_height_m,Crown_density_percent,Crown_dieback_percent,Vigor_class,Uncompacted_live_crown_ratio,diameter_squared_x_height_cubic_cm,SLA_cm2_per_g,Area_per_needle_cm2,AVG_Fv_Fm,Branch_1_Amax_normalized_umol_per_m2_sec,Branch_1_gsw_normalized_umol_per_m2_sec,Average_Condensed_TANNINS_percent_DW,Average_TN_percent_DW,Average_CN,Average_SUGAR_percent_DW,Average_STARCH_percent_DW
7/15/2022,CL2,R-11,Picea ,rubens,47 10 03.18,68 20 40.43,5.8,0,4.4,55,0,1,1.00,15030,42.0,0.168,not sampled,7.9,0.09,4.6,1.02,47,26.6,3.3
7/15/2022,CL2,W-12,Picea ,glauca,47 10 03.22,68 20 40.12,7.4,0,5.7,45,10,2,0.65,30730,30.4,0.157,not sampled,8.7,0.17,5.3,not sampled,not sampled,26.7,4.1
7/15/2022,CL2,W-13,Picea ,glauca,47 10 02.82,68 20 39.80,6.6,0,3.6,90,0,1,1.00,15674,34.0,0.157,not sampled,11.5,0.28,5.4,not sampled,not sampled,27.2,3.0
7/15/2022,CL2,R-14,Picea ,rubens,47 10 02.76,68 20 39.70,8.4,0,5.0,70,0,1,1.00,35311,37.3,0.139,not sampled,13.8,not sampled,3.9,0.88,56,20.9,2.2
7/15/2022,CL2,W-15,Picea ,glauca,47 10 02.58,68 20 39.48,9.7,0,4.8,65,0,1,1.00,44318,38.9,0.204,not sampled,14.4,not sampled,7.4,1.14,42,29.6,3.1
7/15/2022,CL2,W-16,Picea ,glauca,47 10 02.42,68 20 39.73,5.8,0,3.6,70,0,1,1.00,12163,33.7,0.195,not sampled,15.9,not sampled,4.5,0.89,54,29.8,3.1
7/15/2022,CL2,R-17,Picea ,rubens,47 10 02.52,68 20 39.71,2.5,0,2.3,60,0,1,1.00,1484,44.9,0.080,not sampled,9.9,not sampled,5.6,0.79,63,25.2,2.2
7/15/2022,CL2,W-18,Picea ,glauca,47 10 02.72,68 20 40.01,3.8,0,2.3,65,0,1,1.00,3339,35.2,0.235,0.92,6.9,0.08,5.7,0.99,47,30.2,5.2
7/15/2022,CL2,R-19,Picea ,rubens,47 10 02.68,68 20 39.96,3.6,0,2.4,85,0,1,1.00,3035,43.8,0.086,not sampled,8.0,0.28,4.8,0.80,59,23.7,2.1
7/15/2022,CL2,W-20,Picea ,glauca,47 10 02.74,68 20 40.12,6.4,0,4.2,45,15,2,0.65,17124,33.3,0.144,not sampled,16.8,not sampled,3.3,1.07,45,23.2,2.9
7/15/2022,CL2,R-21,Picea ,rubens,47 10 02.86,68 20 40.31,5.1,0,5.4,60,0,1,0.91,13827,35.9,0.098,0.96,17.1,0.21,3.5,0.84,58,21.0,2.6
7/15/2022,CL2,W-22,Picea ,glauca,47 10 03.21,68 20 40.79,9.1,0,4.9,60,10,2,0.90,40889,32.9,0.124,0.95,14.8,0.20,6.3,1.03,46,32.3,1.1
7/15/2022,CL2,R-23,Picea ,rubens,47 10 03.28,68 20 41.14,5.3,0,4.0,60,5,1,0.75,11361,44.1,0.116,0.96,16.2,0.15,3.8,not sampled,not sampled,23.2,1.4
7/15/2022,CL2,R-24,Picea ,rubens,47 10 03.37,68 20 41.16,4.1,0,3.4,45,0,1,0.71,5649,36.8,0.083,0.96,19.2,0.21,3.8,not sampled,not sampled,21.7,1.9
7/15/2022,CL2,R-25,Picea ,rubens,47 10 03.63,68 20 41.51,7.4,0,4.1,85,0,1,0.88,22060,302.9,1.486,not sampled,0.7,0.01,4.5,1.02,47,26.2,2.2
7/18/2022,CL2,R-26,Picea ,rubens,47 10 3.79,68 20 41.78,5.3,0,4.4,45,5,2,0.89,12587,44.7,0.108,not sampled,18.4,0.23,2.4,1.20,41,19.6,3.2
7/18/2022,CL2,R-27,Picea ,rubens,47 10 4.11,68 20 42.28,2.5,0,2.1,85,0,1,0.00,1355,42.9,0.084,not sampled,16.0,0.27,4.3,not sampled,not sampled,16.2,3.5
7/18/2022,CL2,R-28,Picea ,rubens,47 10 5.33,68 20 42.47,10.4,0,6.9,35,5,1,0.93,75002,37.7,0.111,not sampled,not sampled,not sampled,4.6,0.91,51,0.3,1.7
7/18/2022,CL2,R-29,Picea ,rubens,47 10 5.28,68 20 42.39,7.1,0,4.0,55,0,1,0.95,20392,35.5,0.137,not sampled,16.5,0.23,4.3,1.06,45,26.8,1.7
7/18/2022,CL2,W-30,Picea ,glauca,47 10 5.12,68 20 42.73,6.9,0,4.2,50,5,1,0.95,19751,35.0,0.130,not sampled,16.1,0.16,5.1,0.90,51,29.7,3.8
7/18/2022,CL2,W-31,Picea ,glauca,47 10 4.75,68 20 43.70,9.7,0,6.5,30,0,1,0.95,60820,34.4,0.182,not sampled,11.0,0.07,3.8,0.97,49,26.2,5.3
7/18/2022,CL2,W-32,Picea ,glauca,47 10 4.82,68 20 43.65,5.8,0,4.4,15,5,1,0.93,15010,35.0,0.191,not sampled,4.5,0.04,4.6,0.96,49,28.5,2.9
7/18/2022,CL2,R-33,Picea ,rubens,47 10 4.46,68 20 43.61,11.2,0,6.1,35,5,1,1.00,75682,37.1,0.211,not sampled,10.4,0.10,3.4,0.86,57,19.9,1.2
7/18/2022,CL2,W-34,Picea ,glauca,47 10 4.47,68 20 43.77,10.4,0,8.0,40,5,1,0.91,86222,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-35,Picea ,glauca,47 10 3.70,68 20 44.73,6.9,0,4.4,30,5,1,1.00,20560,33.3,0.133,not sampled,14.1,0.13,6.3,0.91,52,31.5,3.2
7/18/2022,CL2,W-36,Picea ,glauca,47 10 3.66,68 20 44.76,8.9,0,4.8,35,5,1,0.94,37597,32.2,0.183,not sampled,10.8,0.10,6.7,1.08,44,30.0,3.7
7/18/2022,CL2,W-37,Picea ,glauca,47 10 3.57,68 20 44.80,9.4,0,4.8,35,5,1,1.00,42610,not sampled,not sampled,not sampled,not sampled,not sampled,6.6,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-38,Picea ,glauca,47 10 3.55,68 20 44.95,9.1,0,4.9,35,5,1,0.80,41364,32.7,0.252,not sampled,not sampled,not sampled,6.9,0.91,54,33.0,2.9
7/18/2022,CL2,W-39,Picea ,glauca,47 10 3.47,68 20 45.30,5.3,0,6.7,50,0,1,0.97,19161,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-40,Picea ,glauca,47 10 3.28,68 20 45.25,11.7,0,5.3,35,5,1,0.91,72375,36.0,0.192,not sampled,6.5,0.04,6.3,0.97,49,32.2,4.3
7/18/2022,CL2,W-41,Picea ,glauca,47 10 3.85,68 20 44.88,7.9,0,5.5,25,5,1,0.91,33900,33.3,0.151,not sampled,8.4,0.06,5.1,0.89,54,27.3,2.5
7/18/2022,CL2,W-42,Picea ,glauca,47 10 3.68,68 20 45.29,9.9,0,6.8,30,15,3,0.78,66922,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-43,Picea ,glauca,47 10 3.65,68 20 45.50,7.6,0,5.1,30,10,3,0.80,29360,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-44,Picea ,glauca,47 10 3.63,68 20 45.57,9.4,0,5.6,30,15,3,0.73,49132,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,R-45,Picea ,rubens,47 10 3.49,68 20 45.90,9.1,0,5.2,40,5,1,1.00,43487,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-46,Picea ,glauca,47 10 3.44,68 20 45.88,8.1,0,5.1,30,5,1,0.80,33511,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-47,Picea ,glauca,47 10 3.81,68 20 45.76,7.4,0,4.9,30,10,1,0.80,26799,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-48,Picea ,glauca,47 10 3.72,68 20 46.09,9.7,0,6.0,30,10,2,0.75,56329,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-49,Picea ,glauca,47 10 3.96,68 20 45.16,6.4,0,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL2,W-50,Picea ,glauca,47 10 3.90,68 20 45.23,5.3,0,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/15/22,CL3,W-1,Picea ,glauca,47 11 21.05,68 20 14.48,19.8,1,7.7,50,20,2,0.61,300344,30.8,0.153,not sampled,not sampled,not sampled,3.9,1.13,43,25.6,4.3
7/15/22,CL3,W-2,Picea ,glauca,47 11 21.27,68 20 14.66,22.1,0,9.5,45,15,2,0.74,462269,40.6,0.181,not sampled,11.0,not sampled,3.7,1.08,44,22.8,2.3
7/15/22,CL3,W-3,Picea ,glauca,47 11 21.28,68 20 14.77,16.8,2,7.2,40,20,2,0.86,202343,40.7,0.163,not sampled,10.2,0.19,3.3,0.99,50,17.7,2.8
7/15/22,CL3,W-4,Picea ,glauca,47 11 21.34,68 20 14.84,22.6,0,13.5,50,15,2,0.96,688649,34.8,0.198,not sampled,17.0,not sampled,3.0,0.84,57,22.2,6.3
7/15/22,CL3,W-5,Picea ,glauca,47 11 21.45,68 20 15.08,16.8,0,15.4,50,20,2,0.74,433865,35.7,0.139,not sampled,12.8,0.15,4.3,0.91,53,24.6,1.9
7/15/22,CL3,W-6,Picea ,glauca,47 11 21.55,68 20 14.67,20.1,0,12.1,40,15,2,0.83,486890,40.8,0.187,not sampled,14.6,not sampled,2.7,0.93,53,22.4,2.4
7/15/22,CL3,W-7,Picea ,glauca,47 11 21.45,68 20 14.63,13.2,0,8.0,45,10,2,0.75,140033,41.3,0.136,not sampled,14.6,0.17,5.1,0.89,54,25.6,4.4
7/15/22,CL3,W-8,Picea ,glauca,47 11 21.00,68 20 13.53,29.7,0,13.8,45,10,2,1.00,1216895,38.1,0.150,0.95,8.4,not sampled,5.1,0.82,58,29.4,5.0
7/18/2022,CL3,W-9,Picea ,glauca,47 11 20.93,68 20 13.69,8.4,0,5.7,80,5,1,0.91,40047,37.8,0.128,0.95,14.0,0.16,4.2,1.02,48,24.5,3.6
7/18/2022,CL3,W-10,Picea ,glauca,47 11 20.74,68 20 13.50,5.6,0,3.6,70,5,1,1.00,11392,44.1,0.113,0.91,9.2,0.14,4.2,0.76,62,24.8,6.2
7/18/2022,CL3,B-11,Picea ,mariana,47 11 20.74,68 20 13.24,1.3,0,5.6,65,5,1,1.00,904,37.5,0.100,0.89,13.6,0.10,3.9,0.85,59,21.8,2.1
7/18/2022,CL3,W-12,Picea ,glauca,47 11 20.65,68 20 13.28,6.4,0,4.2,65,5,1,1.00,16933,44.4,0.101,0.91,9.7,0.09,7.5,0.91,53,28.9,2.4
7/18/2022,CL3,W-13,Picea ,glauca,47 11 20.82,68 20 13.25,12.7,0,7.8,50,10,2,0.68,125752,32.6,0.213,0.93,13.1,0.11,4.7,0.95,50,26.2,1.4
7/18/2022,CL3,W-14,Picea ,glauca,47 11 20.73,68 20 13.04,15.0,0,10.0,50,10,2,0.90,223642,51.7,0.119,0.97,9.8,0.09,3.9,0.96,50,23.9,1.7
7/18/2022,CL3,B-15,Picea ,mariana,47 11 20.69,68 20 13.16,13.2,0,8.2,65,5,2,1.00,142671,43.9,0.137,0.93,11.4,0.13,4.9,0.79,62,24.8,4.4
7/18/2022,CL3,B-16,Picea ,mariana,47 11 20.62,68 20 13.18,14.0,0,9.2,45,10,2,0.78,179548,35.6,0.126,0.94,1.5,0.14,4.0,0.75,64,22.3,1.7
7/18/2022,CL3,W-17,Picea ,glauca,47 11 20.66,68 20 13.03,9.1,0,12.4,45,10,2,0.92,103878,47.5,0.192,0.95,10.7,0.12,5.2,0.92,53,26.9,3.4
7/18/2022,CL3,B-18,Picea ,mariana,47 11 20.55,68 20 13.11,3.3,0,8.0,55,10,2,1.00,8715,150.0,0.111,0.97,12.7,0.15,5.7,0.85,58,22.4,3.7
7/18/2022,CL3,W-19,Picea ,glauca,47 11 20.41,68 20 13.06,9.4,0,4.8,75,5,1,1.00,42617,33.8,0.118,0.88,13.8,0.18,5.5,0.75,65,27.0,9.3
7/18/2022,CL3,B-20,Picea ,mariana,47 11 20.41,68 20 13.00,8.9,0,5.2,60,10,2,0.81,41105,43.8,0.112,0.87,7.3,0.08,4.5,0.79,62,20.4,2.5
7/18/2022,CL3,W-21,Picea ,glauca,47 11 20.29,68 20 12.83,7.1,0,5.0,75,0,1,1.00,25136,31.1,0.142,not sampled,not sampled,not sampled,7.0,0.86,56,25.4,10.9
7/18/2022,CL3,B-22,Picea ,mariana,47 11 20.37,68 20 12.67,15.2,0,10.2,60,5,1,0.90,236903,not sampled,not sampled,#DIV/0!,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,B-23,Picea ,mariana,47 11 20.29,68 20 12.60,15.7,0,8.0,55,10,2,0.88,198446,44.7,0.137,0.95,not sampled,not sampled,4.3,0.77,63,25.1,2.3
7/18/2022,CL3,B-24,Picea ,mariana,47 11 20.16,68 20 12.62,9.1,0,6.0,25,30,3,0.83,50143,36.8,0.181,0.94,1.4,0.02,7.0,0.62,78,22.4,5.4
7/18/2022,CL3,W-25,Picea ,glauca,47 11 20.09,68 20 12.54,6.9,0,3.9,35,15,1,0.92,18466,not sampled,not sampled,0.95,not sampled,not sampled,4.9,1.02,47,20.3,2.4
7/18/2022,CL3,B-26,Picea ,mariana,47 11 20.08,68 20 12.29,11.9,0,5.9,15,70,3,0.80,84722,38.2,0.127,0.95,4.0,0.02,7.3,0.84,58,20.2,2.2
7/18/2022,CL3,B-27,Picea ,mariana,47 11 20.12,68 20 12.17,12.4,0,9.2,50,35,2,0.84,143061,39.6,0.123,0.95,5.1,0.21,7.8,0.79,62,25.5,1.3
7/18/2022,CL3,B-28,Picea ,mariana,47 11 20.05,68 20 12.11,17.3,0,8.7,45,45,2,0.80,259602,34.0,0.132,0.95,8.5,0.04,5.2,0.82,59,27.7,4.2
7/18/2022,CL3,B-29,Picea ,mariana,47 11 19.96,68 20 12.17,18.0,0,8.7,40,35,2,0.89,283014,41.5,0.121,0.95,5.6,0.02,5.4,0.82,59,21.4,4.9
7/18/2022,CL3,B-30,Picea ,mariana,47 11 20.04,68 20 12.07,14.2,0,7.9,30,40,not sampled,0.96,160820,36.2,0.117,not sampled,not sampled,not sampled,6.0,0.71,69,26.0,2.5
7/18/2022,CL3,B-31,Picea ,mariana,47 11 20.10,68 20 14.97,16.0,1,10.4,40,30,2,0.62,266081,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,R-32,Picea ,rubens,47 11 21.06,68 20 16.47,14.7,2,10.7,35,15,2,0.57,232312,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,W-33,Picea ,glauca,47 11 21.58,68 20 15.46,18.0,0,9.0,40,50,2,0.78,292314,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,W-34,Picea ,glauca,47 11 21.60,68 20 15.28,23.4,0,11.0,50,20,1,0.82,602043,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,W-35,Picea ,glauca,47 11 21.51,68 20 15.38,14.0,0,10.4,30,40,2,0.86,202192,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,W-36,Picea ,glauca,47 11 21.32,68 20 15.21,10.9,0,8.1,35,40,2,0.59,97033,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,W-37,Picea ,glauca,47 11 21.85,68 20 14.72,15.5,1,10.1,35,10,1,0.90,242249,not sampled,not sampled,#DIV/0!,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled,not sampled
7/18/2022,CL3,W-38,Picea ,glauca,47 11 21.97,68 20 15.81,8.1,0,4.7,35,5,1,0.89,31079,not sampled,not sampled,0.84,not sampled,not sampled,4.8,1.03,47,30.7,not sampled
7/18/2022,CL3,W-39,Picea ,glauca,47 11 21.94,68 20 15.90,3.8,0,2.5,65,0,1,0.92,3629,not sampled,not sampled,0.91,not sampled,not sampled,not sampled,not sampled,not sampled,33.6,not sampled
7/18/2022,CL3,W-40,Picea ,glauca,47 11 21.99,68 20 15.95,3.6,1,2.0,20,30,2,0.90,2529,42.5,0.144,0.96,17.8,0.16,7.6,1.06,45,30.9,4.3
7/18/2022,CL3,W-41,Picea ,glauca,47 11 22.49,68 20 16.56,3.6,0,2.2,50,5,1,0.86,2782,46.3,0.142,0.97,11.0,0.07,5.5,0.87,55,31.5,13.4
7/18/2022,CL3,W-42,Picea ,glauca,47 11 22.95,68 20 17.11,6.6,0,not sampled,45,5,1,1.54,11339,29.4,0.161,0.95,11.8,0.08,5.0,0.93,52,29.2,5.1
7/18/2022,CL3,W-43,Picea ,glauca,47 11 23.00,68 20 16.95,4.3,0,2.2,40,10,1,0.91,4102,33.9,0.129,0.95,15.3,0.15,6.3,0.91,53,30.9,2.8
7/18/2022,CL3,W-44,Picea ,glauca,47 11 23.11,68 20 16.93,4.3,0,3.0,35,10,1,0.90,5594,35.1,0.156,0.96,14.2,0.13,4.8,1.15,42,30.6,3.1
7/18/2022,CL3,W-45,Picea ,glauca,47 11 22.89,68 20 16.61,4.6,1,2.8,35,15,2,0.82,5853,35.9,0.139,0.97,16.7,0.15,4.9,1.12,43,29.3,1.5
7/18/2022,CL3,W-46,Picea ,glauca,47 11 21.88,68 20 14.99,17.3,0,12.4,35,50,2,0.88,370626,31.2,0.148,0.95,9.5,0.03,5.9,0.97,49,26.4,1.3
7/18/2022,CL3,W-47,Picea ,glauca,47 11 21.77,68 20 15.00,13.7,0,7.4,40,40,2,0.86,138622,41.0,0.188,not sampled,8.2,0.08,6.2,0.80,59,31.2,3.3
7/29/2022,SR1,W-1,Picea ,glauca,47 06 36.96,68 12 47.82,2.3,0,2.0,70,0,1,1.00,1045,37.0,0.185,0.96,9.6,0.06,5.8,0.98,47,26.6,11.7
7/29/2022,SR1,W-2,Picea ,glauca,47 06 36.88,68 12 47.82,3.6,0,2.8,50,0,1,1.00,3541,39.6,0.132,0.87,3.9,0.01,8.0,0.96,49,31.1,3.3
7/29/2022,SR1,W-3,Picea ,glauca,47 06 35.56,68 12 49.00,18.3,0,9.5,55,5,2,0.55,316869,42.9,0.196,0.85,14.1,0.11,5.9,1.26,38,27.8,1.3
7/29/2022,SR1,W-4,Picea ,glauca,47 06 35.56,68 12 49.24,23.1,0,12.7,35,5,2,0.46,678507,37.5,0.115,0.87,14.2,0.13,5.4,1.27,39,27.4,2.5
7/29/2022,SR1,W-5,Picea ,glauca,47 06 36.40,68 12 49.88,8.1,0,4.0,60,0,1,1.00,26634,43.3,0.134,0.85,13.7,0.09,4.0,0.85,55,13.6,2.9
7/29/2022,SR1,R-6,Picea ,glauca,47 06 36.29,68 12 50.37,18.0,0,9.7,40,0,1,0.75,315523,47.1,0.240,0.90,8.0,0.04,4.2,1.20,40,11.8,2.6
7/29/2022,SR1,W-7,Picea ,glauca,47 06 35.99,68 12 50.12,17.8,0,10.1,70,5,1,0.59,319057,29.0,0.180,0.89,17.9,0.12,4.0,1.04,45,27.9,2.9
7/29/2022,SR1,W-8,Picea ,glauca,47 06 35.91,68 12 50.45,21.1,1,13.1,40,20,1,0.52,583350,54.0,0.125,0.88,5.7,0.04,5.0,1.16,41,26.0,1.7
7/29/2022,SR1,W-9,Picea ,glauca,47 06 35.58,68 12 51.03,19.8,0,11.4,35,10,1,0.56,445557,44.5,0.153,0.92,10.2,0.15,7.6,1.00,48,28.8,1.8
7/29/2022,SR1,W-10,Picea ,glauca,47 06 35.36,68 12 51.64,17.0,0,9.7,20,30,2,0.68,280924,35.8,0.137,0.89,not sampled,not sampled,5.4,1.02,48,28.7,6.2
7/29/2022,SR1,W-11,Picea ,glauca,47 06 34.82,68 12 50.94,18.8,0,12.8,35,10,1,0.58,452427,39.7,0.139,0.92,not sampled,not sampled,4.8,1.10,43,27.0,3.1
7/29/2022,SR1,W-12,Picea ,glauca,47 06 34.54,68 12 50.64,24.1,0,13.1,40,25,1,0.62,764223,42.4,0.214,0.93,not sampled,not sampled,4.2,1.10,43,27.8,2.5
7/29/2022,SR1,W-13,Picea ,glauca,47 06 34.44,68 12 50.41,17.5,0,11.8,35,10,2,0.40,361504,50.5,0.235,0.98,11.2,not sampled,5.6,1.26,38,26.6,1.4
7/29/2022,SR1,R-14,Picea ,glauca,47 06 34.21,68 12 51.30,12.4,0,8.9,35,5,1,0.52,137097,44.0,0.199,0.98,8.3,0.19,4.3,0.94,52,18.4,1.5
7/29/2022,SR1,W-15,Picea ,glauca,47 06 33.68,68 12 51.01,24.4,0,15.0,35,10,1,0.47,894429,49.3,0.152,0.98,8.5,1.30,4.5,1.05,46,23.7,1.1
7/29/2022,SR1,W-16,Picea ,glauca,47 06 33.08,68 12 51.14,19.1,0,11.7,50,5,1,0.50,424433,32.8,0.211,0.96,16.0,0.26,5.9,1.19,40,28.0,5.4
7/29/2022,SR1,W-17,Picea ,glauca,47 06 32.45,68 12 51.41,17.8,1,11.0,35,10,2,0.43,348367,51.5,0.141,0.93,13.5,2.03,5.7,1.38,35,26.4,4.0
7/29/2022,SR1,W-18,Picea ,glauca,47 06 32.50,68 12 51.73,23.1,0,11.4,25,20,2,0.45,611250,48.7,0.183,0.96,9.0,not sampled,5.8,1.16,41,28.7,1.2
7/29/2022,SR1,W-19,Picea ,glauca,47 06 32.05,68 12 52.10,15.2,1,10.6,35,15,2,0.48,247079,45.1,0.158,0.96,12.3,0.18,4.8,1.14,42,24.4,3.7
7/29/2022,SR1,W-20,Picea ,glauca,47 06 31.55,68 12 50.75,17.3,0,10.7,50,5,1,0.53,317999,44.8,0.175,0.94,not sampled,not sampled,5.4,1.07,45,29.4,1.6
7/29/2022,SR1,W-21,Picea ,glauca,47 06 31.78,68 12 51.72,18.3,0,11.0,45,10,1,not sampled,367539,47.7,0.295,0.97,not sampled,not sampled,5.5,1.04,45,30.2,1.5
7/29/2022,SR1,W-22,Picea ,glauca,47 06 31.87,68 12 50.60,20.6,0,12.1,35,20,2,0.59,510204,11.8,0.058,0.97,46.8,not sampled,5.4,1.08,45,25.8,3.2
7/29/2022,SR1,W-23,Picea ,glauca,47 06 31.84,68 12 50.43,20.6,0,12.1,30,10,2,0.55,511779,50.5,0.159,0.96,3.7,0.10,4.8,1.14,43,29.2,2.9
7/29/2022,SR1,W-24,Picea ,glauca,47 06 32.55,68 12 50.36,25.1,0,11.6,45,30,1,0.73,732177,212.1,0.140,0.97,not sampled,not sampled,5.9,1.21,40,28.5,2.5
7/29/2022,SR1,W-25,Picea ,glauca,47 06 36.10,68 12 49.82,3.3,0,2.4,75,0,1,0.92,2617,13.1,0.150,0.89,10.8,0.10,3.4,1.03,46,14.2,3.3
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
